commune_code,commune_nom,category,search_term,name,address,lat,lon
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Station tramway AL Amane,,33.599189,-7.5328755
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Station Tramway Abi dar el ghafari,,33.6067212,-7.5184739
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Terminus Tramway Ain Diab,,33.5874824,-7.6808435
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Station Sidi Moumen Terminus,,33.5872092,-7.5009224
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Ali Yata,,33.591476,-7.569933
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,"Station Tramway, Derb Sultan.",,33.5720907,-7.5958624
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Terminus tramway Parc de la Ligue Arabe,,33.5880563,-7.6219298
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Station Tramway Panoramique,,33.5471975,-7.6318858
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Al Amane,,33.599183,-7.532944
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,"Station Tramway Anoual, Casablanca",,33.5694716,-7.6250691
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Centre maintenance Tramway,,33.6090126,-7.5092267
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Ennassim,,33.584639,-7.504737
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Panoramique,,33.547339,-7.631964
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Croisement Abd El Moumen,,33.56967,-7.62602
MA-01-051-1313,Imrabten,station_tram,arrêt tramway,Agence Casa Voyageurs Tram,,33.5899856,-7.5907827
MA-01-051-1313,Imrabten,port,port,Port de Casablanca,,33.6037308,-7.5965129
MA-01-051-1313,Imrabten,port,port,Agence Nationale des Ports,,33.5390012,-7.6426445
MA-01-051-1317,Louta,gare,gare ferroviaire,Aïn Sebaâ,,33.6084997,-7.5241744
MA-01-051-1317,Louta,gare,gare ferroviaire,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1317,Louta,gare,gare ferroviaire,Gare BOUSKOURA,,33.4610823,-7.6520422
MA-01-051-1317,Louta,gare,gare ferroviaire,Casa Port,,33.5994804,-7.6128264
MA-01-051-1317,Louta,gare,gare ferroviaire,Gare Ferroviaire Laassilate,,33.3644512,-7.7939308
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Gare ONCF de L Oasis_,,33.555019,-7.631099
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Gare ONCF de L Oasis,,33.5548581,-7.6308682
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Gare Casa Voyageurs,,33.589931,-7.5897493
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Casa voyageurs,,33.5901061,-7.5900893
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Gare CASA PORT,,33.5992484,-7.6126231
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Gare CASA OASIS,,33.5547245,-7.6315443
MA-01-051-1317,Louta,gare_oncf,gare ONCF,Gare CASA VOYAGEURS,,33.5897487,-7.5909101
MA-01-051-1317,Louta,gare_oncf,gare ONCF,L'Oasis,,33.5547995,-7.6315469
MA-01-051-1317,Louta,station_tram,station tramway,Station tramway Al Wifaq,,33.5956827,-7.5380157
MA-01-051-1317,Louta,station_tram,station tramway,Ali Yata,,33.591476,-7.569933
MA-01-051-1317,Louta,station_tram,station tramway,Station tramway AL Amane,,33.599189,-7.5328755
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Attacharouk,,33.5729291,-7.5241602
MA-01-051-1317,Louta,station_tram,station tramway,Tramway Station Ibn Tachfine,,33.5808252,-7.5631698
MA-01-051-1317,Louta,station_tram,station tramway,Station tramway Mdakra.,,33.5812928,-7.5633331
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Les Hôpitaux,,33.5800013,-7.6248919
MA-01-051-1317,Louta,station_tram,station tramway,Station tramway Hay rajae,,33.5765868,-7.5483195
MA-01-051-1317,Louta,station_tram,station tramway,"Station Tramway, Derb Sultan.",,33.5720907,-7.5958624
MA-01-051-1317,Louta,station_tram,station tramway,Station tramway Abdelmoumen,,33.5710237,-7.6259551
MA-01-051-1317,Louta,station_tram,station tramway,Casa Tram SA,,33.578577,-7.515474
MA-01-051-1317,Louta,station_tram,station tramway,Terminus Tramway Sidi Moumen.,,33.5869864,-7.5014597
MA-01-051-1317,Louta,station_tram,station tramway,Station tramway faculté de médecine,,33.5746867,-7.6257811
MA-01-051-1317,Louta,station_tram,station tramway,Station Casa Tramway CHTAÏBA,,33.565234,-7.5709326
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Marché central,,33.5946426,-7.6124382
MA-01-051-1317,Louta,station_tram,station tramway,.Station Tramway Hay Adil,,33.5793079,-7.5681257
MA-01-051-1317,Louta,station_tram,station tramway,Tramway Lissasfa Terminus.,,33.5354039,-7.6699473
MA-01-051-1317,Louta,station_tram,station tramway,"Station Tramway Anoual, Casablanca",,33.5694716,-7.6250691
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway La Résistance.,,33.5934653,-7.6033186
MA-01-051-1317,Louta,station_tram,station tramway,Terminus Tramway Sidi Bernoussi T2,,33.6101211,-7.5098808
MA-01-051-1317,Louta,station_tram,station tramway,Tramway Station | Casa Voyageurs,,33.5906074,-7.5923738
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Oasis,,33.5549432,-7.6309509
MA-01-051-1317,Louta,station_tram,station tramway,Terminus Tramway Sidi Bernoussi T2,,33.6101211,-7.5098808
MA-01-051-1317,Louta,station_tram,station tramway,Tramway Station Place Sraghna,,33.5695633,-7.6022479
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Zenith,,33.5407642,-7.6428634
MA-01-051-1317,Louta,station_tram,station tramway,Station Sidi Moumen Terminus,,33.5872092,-7.5009224
MA-01-051-1317,Louta,station_tram,station tramway,Tramway station Mohamed ZERKTOUNI,,33.59267,-7.6086934
MA-01-051-1317,Louta,station_tram,station tramway,Hôpital de Sidi Moumen,,33.576404,-7.517978
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Hay El Farah.,,33.57167,-7.5863937
MA-01-051-1317,Louta,station_tram,station tramway,Lissasfa Terminus,,33.535258,-7.669981
MA-01-051-1317,Louta,station_tram,station tramway,Hay Raja,,33.576612,-7.548226
MA-01-051-1317,Louta,station_tram,station tramway,Station Tramway Casa Sud,,33.5420363,-7.6509341
MA-01-051-1317,Louta,station_tram,arrêt tramway,Ali Yata,,33.591476,-7.569933
MA-01-051-1317,Louta,station_tram,arrêt tramway,Al wifaq,,33.595686,-7.538122
MA-01-051-1317,Louta,station_tram,arrêt tramway,Tramway Station Ibn Tachfine,,33.5808252,-7.5631698
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station tramway AL Amane,,33.599189,-7.5328755
MA-01-051-1317,Louta,station_tram,arrêt tramway,Casa Tram SA,,33.578577,-7.515474
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station tramway Abdelmoumen,,33.5710237,-7.6259551
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Tramway Les Hôpitaux,,33.5800013,-7.6248919
MA-01-051-1317,Louta,station_tram,arrêt tramway,Terminus Tramway Sidi Bernoussi T2,,33.6101211,-7.5098808
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Casa Tramway CHTAÏBA,,33.565234,-7.5709326
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station tramway faculté de médecine,,33.5746867,-7.6257811
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Tramway Marché central,,33.5946426,-7.6124382
MA-01-051-1317,Louta,station_tram,arrêt tramway,"Station Tramway, Derb Sultan.",,33.5720907,-7.5958624
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station tramway Hay rajae,,33.5765868,-7.5483195
MA-01-051-1317,Louta,station_tram,arrêt tramway,Terminus tramway Parc de la Ligue Arabe,,33.5880563,-7.6219298
MA-01-051-1317,Louta,station_tram,arrêt tramway,Tramway Lissasfa Terminus.,,33.5354039,-7.6699473
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Tramway La Résistance.,,33.5934653,-7.6033186
MA-01-051-1317,Louta,station_tram,arrêt tramway,Tramway Station | Casa Voyageurs,,33.5906074,-7.5923738
MA-01-051-1317,Louta,station_tram,arrêt tramway,"Station Tramway Anoual, Casablanca",,33.5694716,-7.6250691
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Sidi Moumen Terminus,,33.5872092,-7.5009224
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Tramway Riviera,,33.5709513,-7.6362222
MA-01-051-1317,Louta,station_tram,arrêt tramway,"Station Tramway Anoual, Casablanca",,33.5694716,-7.6250691
MA-01-051-1317,Louta,station_tram,arrêt tramway,Laymoune,,33.540164,-7.666361
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Tramway Oasis,,33.5549432,-7.6309509
MA-01-051-1317,Louta,station_tram,arrêt tramway,Tramway station Mohamed ZERKTOUNI,,33.59267,-7.6086934
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Sidi Moumen Terminus,,33.5872092,-7.5009224
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station tramway Hay rajae,,33.5765868,-7.5483195
MA-01-051-1317,Louta,station_tram,arrêt tramway,Bahmad,,33.5946858,-7.5866121
MA-01-051-1317,Louta,station_tram,arrêt tramway,Station Tramway Casa Sud,,33.5420363,-7.6509341
MA-01-051-1317,Louta,station_tram,arrêt tramway,Sation Tramway Grand Cienture,,33.5904608,-7.5734995
MA-01-051-1317,Louta,station_tram,arrêt tramway,Parc de la ligue arabe Terminus,,33.587935,-7.621748
MA-01-051-1317,Louta,station_tram,arrêt tramway,Bd Mohammed VI,,33.543522,-7.581526
MA-01-051-1317,Louta,station_tram,arrêt tramway,Les Hôpitaux,,33.579969,-7.624865
MA-01-051-1317,Louta,station_tram,arrêt tramway,Cité De L'air,,33.5683309,-7.6643116
MA-01-051-1317,Louta,station_tram,arrêt tramway,Agence Casa Voyageurs Tram,,33.5899856,-7.5907827
MA-01-051-1317,Louta,station_tram,arrêt tramway,Oulmes Terminus,,33.57153,-7.64869
MA-01-051-1317,Louta,station_tram,arrêt tramway,Mohammed Bouziane,,33.563561,-7.554288
MA-01-051-1317,Louta,station_tram,arrêt tramway,Madame Loula,,33.5679318,-7.7079427
MA-01-051-1317,Louta,station_tram,arrêt tramway,Ain Diab Plage Terminus,,33.587608,-7.68095
MA-01-051-1317,Louta,station_tram,arrêt tramway,Mohammed Zerktouni,,33.58502,-7.606005
MA-01-051-1317,Louta,station_tram,arrêt tramway,Hay Tissir,,33.572387,-7.580565
MA-01-051-1317,Louta,station_tram,arrêt tramway,Salmia 2 Terminus,,33.53715,-7.55083
MA-01-051-1317,Louta,station_tram,arrêt tramway,Casa Voyageurs,,33.59062,-7.592358
MA-01-051-1317,Louta,station_tram,arrêt tramway,Oued Laou,,33.5599378,-7.6746676
MA-01-051-1319,Nekkour,gare,gare,Gare BOUSKOURA,,33.4610823,-7.6520422
MA-01-051-1319,Nekkour,gare,gare,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1319,Nekkour,gare,gare,Bouskoura,,33.4611894,-7.6518635
MA-01-051-1319,Nekkour,gare,gare,Casa Port,,33.5994804,-7.6128264
MA-01-051-1319,Nekkour,gare,gare,L'Oasis,,33.5547995,-7.6315469
MA-01-051-1319,Nekkour,gare,gare,Gare ONCF Aéroport Mohamed V,,33.3737827,-7.579692
MA-01-051-1319,Nekkour,gare,gare ferroviaire,Gare BOUSKOURA,,33.4610823,-7.6520422
MA-01-051-1319,Nekkour,gare,gare ferroviaire,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1319,Nekkour,gare,gare ferroviaire,Casa Port,,33.5994804,-7.6128264
MA-01-051-1319,Nekkour,gare,gare ferroviaire,Gare BERRECHID,,33.2603876,-7.5921341
MA-01-051-1319,Nekkour,gare,gare ferroviaire,Gare de Kenitra Medina,,34.2649776,-6.5681771
MA-01-051-1319,Nekkour,gare,gare ferroviaire,Gare de Kénitra,,34.2522819,-6.5803275
MA-01-051-1319,Nekkour,gare_oncf,gare ONCF,Casa Port,,33.5994804,-7.6128264
MA-01-051-1319,Nekkour,gare_oncf,gare ONCF,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1319,Nekkour,gare_oncf,gare ONCF,Gare BERRECHID,,33.2603876,-7.5921341
MA-01-051-1319,Nekkour,station_tram,station tramway,Station tramway Mdakra.,,33.5812928,-7.5633331
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Tramway Attacharouk,,33.5729291,-7.5241602
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Casa Tramway NIL,,33.5664919,-7.5647601
MA-01-051-1319,Nekkour,station_tram,station tramway,"Station Tramway Anoual, Casablanca",,33.5694716,-7.6250691
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Tramway Mekka,,33.5581982,-7.6296424
MA-01-051-1319,Nekkour,station_tram,station tramway,Station tramway Abdelmoumen,,33.5710237,-7.6259551
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Tramway Riviera,,33.5709513,-7.6362222
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Sidi Moumen Terminus,,33.5872092,-7.5009224
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Tramway Les Hôpitaux,,33.5800013,-7.6248919
MA-01-051-1319,Nekkour,station_tram,station tramway,"Station Tramway, Derb Sultan.",,33.5720907,-7.5958624
MA-01-051-1319,Nekkour,station_tram,station tramway,Station Tramway Oasis,,33.5549432,-7.6309509
MA-01-051-1319,Nekkour,station_tram,station tramway,Panoramique,,33.547339,-7.631964
MA-01-051-1319,Nekkour,station_tram,station tramway,La Gare Mohammed Dyouri,,33.5937206,-7.6084051
MA-01-051-1319,Nekkour,station_tram,station tramway,Attacharouk,,33.574052,-7.524465
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station Tramway Marché central,,33.5946426,-7.6124382
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station Sidi Moumen Terminus,,33.5872092,-7.5009224
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station Tramway Panoramique,,33.5471975,-7.6318858
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station Tramway Zenith,,33.5407642,-7.6428634
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,"Station Tramway Anoual, Casablanca",,33.5694716,-7.6250691
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Panoramique,,33.547339,-7.631964
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station Tramway Riviera,,33.5709513,-7.6362222
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Attacharouk,,33.574052,-7.524465
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station tramway Abdelmoumen,,33.5710237,-7.6259551
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Station Tramway Oasis,,33.5549432,-7.6309509
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,"Station Tramway, Derb Sultan.",,33.5720907,-7.5958624
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Agence Casa Voyageurs Tram,,33.5899856,-7.5907827
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Omar El Khayam Terminus,,33.54028,-7.66692
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Salmia 2 Terminus,,33.53715,-7.55083
MA-01-051-1319,Nekkour,station_tram,arrêt tramway,Oulmes Terminus,,33.57153,-7.64869
MA-01-051-1319,Nekkour,port,port,Port de Casablanca,,33.6037308,-7.5965129
MA-01-051-1319,Nekkour,port,port,Agence Nationale des Ports,,33.5390012,-7.6426445
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport international Mohammed V de Casablanca,,33.3702714,-7.5829065
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport International Nador - El Aroui,,34.9928878,-3.0288794
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport international Marrakech-Ménara,,31.6017479,-8.0257112
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport de Benslimane,,33.6527559,-7.228851
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport d'Essaouira-Mogador,,31.4032305,-9.6883378
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport de Béni Mellal,,32.3967064,-6.3277034
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport de Rabat-Salé,,34.0502967,-6.7495096
MA-01-051-1319,Nekkour,aeroport,aéroport,Aéroport Al Hoceima Cherif Al Idrissi,,35.1787589,-3.8430133
MA-01-051-1311,Chakrane,gare,gare,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1311,Chakrane,gare,gare,محطة ولاد زيان,,33.5734841,-7.5863165
MA-01-051-1311,Chakrane,gare,gare,Ennasim,,33.5173902,-7.6582867
MA-01-051-1311,Chakrane,gare,gare,Casa Port,,33.5994804,-7.6128264
MA-01-051-1311,Chakrane,gare,gare,Gare BERRECHID,,33.2603876,-7.5921341
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Ennasim,,33.5173902,-7.6582867
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Casa Port,,33.5994804,-7.6128264
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Ennassim,,33.5127042,-7.66057
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Témara,,33.9172994,-6.93037
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Gare de Kenitra Medina,,34.2649776,-6.5681771
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Gare TEMARA,,33.9171243,-6.9306535
MA-01-051-1311,Chakrane,gare,gare ferroviaire,Bouznika,,33.7901016,-7.1619106
MA-01-051-1311,Chakrane,gare_oncf,gare ONCF,Casa Voyageurs,,33.5896911,-7.5909106
MA-01-051-1311,Chakrane,gare_oncf,gare ONCF,Gare Casa Voyageurs,,33.589931,-7.5897493
MA-01-051-1311,Chakrane,gare_oncf,gare ONCF,Gare BERRECHID,,33.2603876,-7.5921341
